# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  7 13:30:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_metratio,st_lum,rastr,ra,decstr,dec
TOI-908 b,TOI-908,3.18379200,0.041657,3.186,16.13700,0.132000,80.88,1317,G V,5626.00,1.03,[Fe/H],-0.040,03h32m38.26s,53.1594266,-81d15m02.68s,-81.2507450
TOI-913 b,TOI-913,11.09864400,,2.453,6.59000,,99.35,712,,4969.00,0.73,[Fe/H],-0.531,15h38m17.36s,234.5723244,-80d48m12.34s,-80.8034265
TOI-942 b,TOI-942,4.32421000,0.048660,3.890,826.35800,0.340000,261.86,1120,K2.5 V,4969.00,0.89,[Fe/H],-0.359,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126
TOI-942 c,TOI-942,10.15627200,0.085980,4.670,37.00000,0.320000,,,K2.5 V,4969.00,0.89,[Fe/H],-0.359,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126
TOI-954 b,TOI-954,3.68497290,0.049630,9.550,55.30242,0.140000,1393.00,1526,,5710.00,1.89,[Fe/H],0.535,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028
TOI-969 b,TOI-969,1.82373050,0.026360,2.765,9.10000,,188.00,941,K V,4435.00,0.67,[Fe/H],-0.700,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879
TOI-969 c,TOI-969,1700.00000000,2.520000,12.400,3591.46100,0.628000,0.02,96,K V,4435.00,0.67,[Fe/H],-0.700,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879
TRAPPIST-1 b,TRAPPIST-1,1.51082600,0.011540,1.116,1.37400,0.006220,4.15,398,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 c,TRAPPIST-1,2.42193700,0.015800,1.097,1.30800,0.006540,2.21,340,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 d,TRAPPIST-1,4.04921900,0.022270,0.788,0.38800,0.008370,1.11,286,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 e,TRAPPIST-1,6.10101300,0.029250,0.920,0.69200,0.005100,0.65,250,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 f,TRAPPIST-1,9.20754000,0.038490,1.045,1.03900,0.010070,0.37,218,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 g,TRAPPIST-1,12.35244600,0.046830,1.129,1.32100,0.002080,0.25,197,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TRAPPIST-1 h,TRAPPIST-1,18.77286600,0.061890,0.755,0.32600,0.005670,0.14,172,,2566.00,0.12,[Fe/H],-3.257,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618
TYC 0434-04538-1 b,TYC 0434-04538-1,193.20000000,0.660000,12.700,1938.76300,0.080000,,,,4679.00,9.99,[Fe/H],1.670,18h05m21.52s,271.3396528,+02d03m44.20s,2.0622774
TYC 1422-614-1 b,TYC 1422-614-1,198.40000000,0.690000,13.300,794.50000,0.060000,,,,4806.00,6.85,[Fe/H],1.350,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068
TYC 1422-614-1 c,TYC 1422-614-1,559.30000000,1.370000,12.500,3178.00000,0.048000,,,,4806.00,6.85,[Fe/H],1.350,10h17m06.67s,154.2777769,+19d33m30.26s,19.5584068
TYC 2187-512-1 b,TYC 2187-512-1,691.90000000,1.220000,12.500,104.88337,0.050000,,,M1.0 V,3734.00,0.50,[Fe/H],-1.381,21h22m06.40s,320.5266829,+22d55m54.97s,22.9319351
TYC 3318-01333-1 b,TYC 3318-01333-1,562.00000000,1.414000,13.100,1086.97860,0.098000,,,,4776.00,5.90,[Fe/H],1.210,03h02m19.82s,45.5825716,+49d44m38.91s,49.7441421
TYC 3667-1280-1 b,TYC 3667-1280-1,26.46800000,0.210000,12.800,1716.28200,0.036000,,1350,,5130.00,6.26,[Fe/H],1.380,00h51m33.02s,12.8875757,+58d25m34.13s,58.4261485
TYC 4282-00605-1 b,TYC 4282-00605-1,101.54000000,0.422000,12.400,3426.20740,0.280000,,,,4300.00,16.21,[Fe/H],1.910,22h55m29.30s,343.8721029,+62d14m21.09s,62.2391907
TYC 8998-760-1 b,TYC 8998-760-1,,162.000000,12.300,4449.62000,,,,K3 IV,4573.00,0.95,,-0.339,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566
TYC 8998-760-1 c,TYC 8998-760-1,,320.000000,12.330,1906.98000,,,1240,K3 IV,4573.00,0.95,,-0.367,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566
Teegarden's Star b,Teegarden's Star,4.91000000,0.025200,1.020,1.05000,0.000000,1.15,,M7.0 V,2904.00,0.11,[Fe/H],-3.137,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024
Teegarden's Star c,Teegarden's Star,11.40900000,0.044300,1.040,1.11000,0.000000,0.37,,M7.0 V,2904.00,0.11,[Fe/H],-3.137,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024
TrES-1 b,TrES-1,3.03007000,0.039250,12.666,266.97720,0.000000,318.46,1140,K0 V,5230.00,0.85,[Fe/H],-0.301,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360
TrES-2 b,TrES-2,2.47063000,0.035630,15.244,473.56670,0.000000,903.86,1466,G0 V,5850.00,1.12,[Fe/H],0.038,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211
TrES-3 b,TrES-3,1.30618581,0.022820,14.975,607.03000,0.000000,1025.50,1638,G4 V,5650.00,0.83,[Fe/H],-0.204,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268
TrES-4 b,TrES-4,3.55395000,0.050840,18.046,247.90740,0.000000,2276.30,1778,F8 V,6200.00,1.66,[Fe/H],0.726,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397
TrES-5 b,TrES-5,1.48224686,0.024590,13.384,568.91570,0.030000,442.99,1480,,5171.00,0.87,[Fe/H],-0.344,20h20m53.27s,305.2219454,+59d26m56.05s,59.4489033
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,4.180000,13.700,407.00000,,,,,,,,,17h46m36.98s,266.6540830,-29d12m40.9s,-29.2113609
USco CTIO 108 b,USco CTIO 108,,670.000000,12.300,4449.62000,,,,M7,2700.00,0.35,,-1.950,16h05m54.06s,241.4752653,-18d18m44.70s,-18.3124167
USco1556 b,USco1556 A,,3500.000000,12.300,4767.45000,,,2240,M3.0 V,3410.00,0.67,,-1.090,15h56m24.89s,239.1037198,-25d41m20.57s,-25.6890476
USco1621 b,USco1621 A,,2880.000000,12.200,5085.28000,,,2270,M2.5 V,3460.00,0.71,,-1.020,16h21m29.54s,245.3730855,-25d29m43.54s,-25.4954265
UZ For b,UZ For,5840.00000000,5.900000,,2002.20000,0.040000,,,,5286.90,,,,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857
UZ For c,UZ For,1916.25000000,2.800000,,2447.20000,0.050000,,,,5286.90,,,,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857
V0391 Peg b,V0391 Peg,1170.00000000,1.700000,13.100,1017.05600,0.000000,,,sdBV,29300.00,0.23,,1.433,22h04m12.10s,331.0504119,+26d25m07.76s,26.4188227
V1298 Tau b,V1298 Tau,24.13960000,0.168800,10.270,203.41018,0.290000,35.00,677,K1,5050.00,1.34,[Fe/H],-0.020,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318
V1298 Tau c,V1298 Tau,8.24958000,0.082500,5.590,76.27882,0.430000,146.00,968,K1,5050.00,1.34,[Fe/H],-0.020,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318
V1298 Tau d,V1298 Tau,12.40320000,0.108300,6.410,98.52681,0.210000,85.00,845,K1,5050.00,1.34,[Fe/H],-0.020,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318
V1298 Tau e,V1298 Tau,60.00000000,0.308000,8.740,368.68095,0.570000,10.00,492,K1,5050.00,1.34,[Fe/H],-0.020,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318
V830 Tau b,V830 Tau,4.92700000,0.057000,14.000,222.48100,0.000000,,,,4250.00,2.00,[M/H],0.080,04h33m10.04s,68.2918259,+24d33m42.93s,24.5619241
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.00000000,350.000000,13.675,5085.25451,0.680000,,1194,M7.5,2620.00,,,-3.140,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310
WASP-1 b,WASP-1,2.51994540,0.038890,16.623,271.41500,0.000000,2121.52,1812,F7 V,6110.00,1.47,[Fe/H],0.441,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732
WASP-10 b,WASP-10,3.09276160,0.037810,12.106,1001.12000,0.047300,174.03,1370,K5 V,4675.00,0.70,[Fe/H],-0.640,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508
WASP-100 b,WASP-100,2.84938000,0.045740,14.908,400.46580,0.000000,2005.83,2190,F2,6900.00,1.57,[Fe/H],0.766,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390
WASP-101 b,WASP-101,3.58572000,0.050570,16.029,162.09330,0.000000,1089.17,1560,F6,6380.00,1.31,[Fe/H],0.421,06h33m24.26s,98.3511016,-23d29m09.91s,-23.4860860
WASP-103 b,WASP-103,0.92554200,0.019850,17.127,473.54700,0.150000,,2508,F8 V,6110.00,1.44,[Fe/H],0.413,16h37m15.57s,249.3148604,+07d11m00.15s,7.1833758
WASP-104 b,WASP-104,1.75541370,0.029180,12.745,404.26300,0.000000,867.74,1516,G8,5475.00,0.96,[Fe/H],-0.190,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768
WASP-105 b,WASP-105,7.87288000,0.075000,10.761,572.09400,0.000000,166.54,900,K2,5070.00,0.90,[Fe/H],-0.024,01h36m40.29s,24.1678686,-50d39m33.51s,-50.6593080
WASP-106 b,WASP-106,9.28971000,0.091700,11.433,514.88460,0.000000,315.86,1140,F9,6055.00,1.31,[Fe/H],0.422,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854
WASP-107 b,WASP-107,5.72147420,0.055000,10.536,30.50000,0.060000,37.03,736,K6,4425.00,0.67,[Fe/H],-0.879,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141
WASP-107 c,WASP-107,1088.00000000,,13.200,115.00000,0.280000,,,K6,4425.00,0.67,[Fe/H],-0.879,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141
WASP-11 b,WASP-11,3.72247000,0.043500,12.442,251.08570,0.000000,184.99,992,K3 V,4800.00,0.89,[Fe/H],0.000,03h09m28.55s,47.3689472,+30d40m24.17s,30.6733817
WASP-110 b,WASP-110,3.77840121,,13.877,162.09249,0.000000,269.17,1033,G9,5400.00,0.86,[Fe/H],-0.229,20h23m29.38s,305.8724366,-44d03m31.32s,-44.0587001
WASP-113 b,WASP-113,4.54216875,0.058850,15.793,150.96925,0.000000,821.41,1496,G1,5890.00,1.61,[Fe/H],0.516,14h59m29.49s,224.8728589,+46d57m36.36s,46.9600996
WASP-114 b,WASP-114,1.54877430,0.028510,15.009,562.24127,0.012000,2978.20,2043,G0,5940.00,1.43,[Fe/H],0.333,21h50m39.77s,327.6656953,+10d27m46.58s,10.4629385
WASP-117 b,WASP-117,10.02165000,0.094590,11.882,95.34900,0.300000,211.79,1001,F9,6040.00,1.22,[Fe/H],0.274,02h27m06.19s,36.7758112,-50d17m03.93s,-50.2844247
WASP-118 b,WASP-118,4.04604350,0.054530,16.141,163.36462,0.000000,1687.71,1729,F6,6410.00,1.70,[Fe/H],0.659,01h18m12.14s,19.5505861,+02d42m10.02s,2.7027847
WASP-119 b,WASP-119,2.49979000,0.036300,15.693,390.93090,0.058000,907.86,1600,G5,5650.00,1.20,[Fe/H],0.075,03h43m44.07s,55.9336392,-65d11m37.61s,-65.1937800
WASP-12 b,WASP-12,1.09142000,0.023200,21.712,465.62095,0.044700,5597.87,2593,,6360.00,1.66,[Fe/H],0.597,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662
WASP-120 b,WASP-120,3.61127060,0.051400,16.511,1541.47550,0.057000,1818.55,1880,F5,6450.00,1.87,[Fe/H],0.675,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434
WASP-121 b,WASP-121,1.27492504,0.025960,19.649,367.72747,0.000000,6216.41,2720,F6 V,6776.00,1.46,[Fe/H],0.644,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705
WASP-123 b,WASP-123,2.97764120,0.042630,14.773,285.72917,0.000000,758.32,1520,G5,5740.00,1.29,[Fe/H],0.162,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244
WASP-124 b,WASP-124,3.37265000,0.044900,13.899,190.69800,0.017000,615.17,1400,F9,6050.00,1.02,[Fe/H],0.149,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189
WASP-126 b,WASP-126,3.28883000,0.044900,10.435,90.30000,0.180000,759.34,1480,G2,5800.00,1.27,[M/H],0.159,04h13m29.93s,63.3747060,-69d13m35.73s,-69.2265926
WASP-126 c,WASP-126,7.63000000,,9.380,64.20000,0.050000,,,G2,5800.00,1.27,[M/H],0.132,04h13m29.93s,63.3747060,-69d13m35.73s,-69.2265926
WASP-127 b,WASP-127,4.17806203,0.048400,14.695,52.34660,0.000000,663.25,1400,,5620.00,1.33,[M/H],0.276,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989
WASP-129 b,WASP-129,5.74814500,0.062800,10.424,317.83000,0.096000,345.72,1100,G1,5900.00,0.90,[Fe/H],0.112,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575
WASP-13 b,WASP-13,4.35301000,0.053620,13.675,114.41880,0.000000,617.31,1531,,5950.00,1.37,[Fe/H],0.436,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291
WASP-130 b,WASP-130,11.55098000,0.101200,9.976,390.93090,0.000000,56.36,833,G6,5625.00,0.96,[Fe/H],-0.032,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733
WASP-131 b,WASP-131,5.32202300,0.060700,13.675,85.81410,0.000000,995.37,1460,G0,6030.00,1.53,[Fe/H],0.530,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084
WASP-132 b,WASP-132,7.13351400,0.067000,10.050,130.31030,0.070000,50.84,763,K4,4714.00,0.75,[Fe/H],-0.597,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160
WASP-132 c,WASP-132,1.01153400,0.018200,1.850,37.35000,0.130000,871.73,1386,K4,4714.00,0.75,[Fe/H],-0.597,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160
WASP-133 b,WASP-133,2.17642300,0.034500,13.563,368.68280,0.170000,2054.80,1790,G4,5700.00,1.44,[Fe/H],0.305,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224
WASP-135 b,WASP-135,1.40137940,0.024300,14.572,603.87700,0.000000,917.41,1404,G5 V,5675.00,0.96,[Fe/H],-0.326,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428
WASP-136 b,WASP-136,5.21535700,0.066100,15.468,479.92330,,1843.47,1742,,6260.00,2.21,[Fe/H],0.823,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512
WASP-138 b,WASP-138,3.63443300,0.049400,12.218,387.75260,,1133.73,1590,,6272.00,1.36,[Fe/H],0.435,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252
WASP-139 b,WASP-139,5.92426200,0.062000,8.967,37.18611,0.000000,120.71,910,K0,5310.00,0.80,[Fe/H],-0.345,03h18m14.92s,49.5621730,-41d18m07.28s,-41.3020235
WASP-14 b,WASP-14,2.24375000,0.037000,15.468,2809.61720,0.090000,1356.33,1872,,6475.00,1.40,[Fe/H],0.427,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875
WASP-140 b,WASP-140,2.23598350,0.032300,16.141,775.50520,0.047000,491.33,1320,K0,5260.00,0.87,[Fe/H],-0.294,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991
WASP-141 b,WASP-141,3.31065100,0.046900,13.563,854.96270,0.000000,1061.55,1540,F9,5900.00,1.37,[Fe/H],0.315,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736
WASP-142 b,WASP-142,2.05286800,0.034700,17.150,266.97720,0.000000,3140.92,2000,F8,6010.00,1.64,[Fe/H],0.513,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020
WASP-144 b,WASP-144,2.27831520,0.031600,9.528,139.84520,0.000000,775.88,1260,K2 V,5200.00,0.81,,-0.129,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393
WASP-145 A b,WASP-145 A,1.76903810,0.026100,10.088,282.86870,0.000000,313.40,1200,K2 V,4900.00,0.68,,-0.684,21h29m00.90s,322.2537644,-58d50m10.13s,-58.8361466
WASP-147 b,WASP-147,4.60273000,0.054900,12.498,87.40325,0.000000,591.95,1404,G4,5702.00,1.43,[Fe/H],0.287,23h56m45.96s,359.1915117,-22d09m11.63s,-22.1532316
WASP-148 b,WASP-148,8.80380900,0.082150,8.474,91.21675,0.208000,72.70,940,G,5555.00,0.91,[Fe/H],-0.139,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361
WASP-148 c,WASP-148,34.52400000,0.204400,13.900,124.58874,0.180900,,590,G,5555.00,0.91,[Fe/H],-0.139,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361
WASP-15 b,WASP-15,3.75210000,0.051650,15.805,171.62820,0.000000,1237.74,1676,F7,6300.00,1.48,[Fe/H],0.490,13h55m42.72s,208.9280111,-32d09m34.96s,-32.1597118
WASP-150 b,WASP-150,5.64420700,0.069400,11.994,2688.84180,0.377500,854.71,1460,F8,6218.00,1.65,[Fe/H],0.558,17h37m03.12s,264.2630197,+53d01m16.59s,53.0212751
WASP-151 b,WASP-151,4.53347750,0.055000,13.305,100.43378,0.000000,460.00,1312,G1,5871.00,1.18,[Fe/H],0.145,23h16m15.23s,349.0634651,+00d18m24.08s,0.3066895
WASP-153 b,WASP-153,3.33260900,0.048000,17.374,123.95370,0.009000,1400.00,1700,G0,5914.00,1.73,[Fe/H],0.460,18h37m02.99s,279.2624729,+40d01m07.29s,40.0186905
WASP-156 b,WASP-156,3.83616900,0.045300,5.717,40.68224,0.007000,150.00,970,K3,4910.00,0.76,[Fe/H],-0.435,02h11m07.70s,32.7820850,+02d25m05.50s,2.4181937
WASP-157 b,WASP-157,3.95162300,0.049900,11.190,182.43442,0.000000,,1193,G2 V,5772.00,1.10,[Fe/H],0.079,13h26m37.24s,201.6551525,-08d19m03.49s,-8.3176353
WASP-158 b,WASP-158,3.65633300,0.051700,11.994,886.74570,0.000000,903.01,1590,F6 V,6350.00,1.39,,0.483,00h16m35.12s,4.1463468,-10d58m35.12s,-10.9764226
WASP-159 b,WASP-159,3.84040100,0.053800,15.468,174.80650,0.000000,1599.92,1850,F9,6120.00,2.11,,0.678,04h32m32.76s,68.1364792,-38d58m05.87s,-38.9682973
WASP-16 b,WASP-16,3.11860000,0.041500,13.675,394.10920,0.000000,481.92,1389,,5700.00,1.14,[Fe/H],0.010,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374
WASP-160 B b,WASP-160 B,3.76849520,0.045200,12.218,88.35674,0.000000,210.58,1119,K0 V,5298.00,0.87,[Fe/H],-0.318,05h50m43.09s,87.6795610,-27d37m23.96s,-27.6233218
WASP-161 b,WASP-161,5.40604250,0.067300,12.812,791.39670,,990.00,1557,,6400.00,1.71,[Fe/H],0.647,08h25m21.08s,126.3378248,-11d30m03.56s,-11.5009889
WASP-162 b,WASP-162,9.62468000,0.087100,11.209,1652.71600,0.434000,121.92,910,K0,5300.00,1.11,,0.054,11h13m10.30s,168.2929079,-17d39m28.01s,-17.6577794
WASP-163 b,WASP-163,1.60968840,0.026600,13.473,594.34210,,1200.00,1638,,5500.00,1.01,[Fe/H],-0.076,17h06m09.01s,256.5375549,-10d24m46.83s,-10.4130071
WASP-164 b,WASP-164,1.77712550,0.028180,12.644,676.97790,0.000000,1043.21,1610,G2 V,5806.00,0.93,[Fe/H],-0.067,22h59m29.66s,344.8735878,-60d26m52.15s,-60.4478194
WASP-165 b,WASP-165,3.46550900,0.048230,14.123,209.13214,0.000000,545.16,1624,G6,5599.00,1.75,[Fe/H],0.428,23h50m19.36s,357.5806472,-17d04m39.34s,-17.0775947
WASP-166 b,WASP-166,5.44354000,0.064100,7.062,32.10083,0.000000,440.00,1270,F9 V,6050.00,1.29,[Fe/H],0.283,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191
WASP-167 b,WASP-167,2.02195960,0.036500,17.710,2542.64000,,3208.41,2329,F1 V,7000.00,1.79,[Fe/H],0.897,13h04m10.51s,196.0437932,-35d32m58.31s,-35.5495292
WASP-168 b,WASP-168,4.15365800,0.051900,16.814,133.48860,0.000000,278.89,1340,F9 V,6000.00,1.12,,0.155,06h26m58.71s,96.7446427,-46d49m16.91s,-46.8213635
WASP-169 b,WASP-169,5.61141180,0.068100,14.617,178.30263,0.000000,1486.86,1604,F8,6110.00,2.01,[Fe/H],0.789,08h29m32.94s,127.3872297,-12d56m41.17s,-12.9447683
WASP-17 b,WASP-17,3.73543000,0.051500,20.961,247.90740,0.000000,1292.19,1755,F4,6550.00,1.49,[Fe/H],0.613,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941
WASP-170 b,WASP-170,2.34478022,0.033700,12.285,508.52800,,680.00,1422,,5600.00,0.94,[Fe/H],-0.114,09h01m39.91s,135.4163028,-20d43m13.33s,-20.7203686
WASP-171 b,WASP-171,3.81862440,0.050400,10.985,344.52772,0.000000,1200.24,1642,G0,5965.00,1.64,[Fe/H],0.672,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035
WASP-172 b,WASP-172,5.47743300,0.069400,17.598,149.38010,0.000000,1506.50,1740,F1 V,6900.00,1.91,,0.934,13h17m44.10s,199.4337420,-47d14m15.27s,-47.2375748
WASP-173 A b,WASP-173 A,1.38665318,0.024800,13.451,1172.79270,0.000000,1920.00,1880,G3,5800.00,1.11,,0.083,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042
WASP-174 b,WASP-174,4.23370050,0.055030,16.107,104.88337,0.000000,901.90,1528,F6 V,6399.00,1.35,[Fe/H],0.436,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617
WASP-175 b,WASP-175,3.06529070,0.044030,13.540,314.65170,0.000000,649.43,1571,F7,6229.00,1.20,[Fe/H],0.789,11h05m16.51s,166.3187996,-34d07m21.88s,-34.1227453
WASP-176 b,WASP-176,3.89905200,0.053500,16.870,271.74465,0.000000,1703.24,1721,F9,5941.00,1.93,[Fe/H],0.617,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688
WASP-177 b,WASP-177,3.07172200,0.039570,17.710,161.45764,,279.77,1142,K2,5017.00,0.89,[Fe/H],-0.412,22h19m11.28s,334.7969885,-01d50m03.95s,-1.8344301
WASP-178 b,WASP-178,3.34482850,0.055800,20.288,527.59780,0.000000,5550.00,2470,A1 IV-V,9360.00,1.67,[Fe/H],1.215,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658
WASP-18 b,WASP-18,0.94145223,0.020240,13.899,3241.84975,0.005100,5805.00,2429,F6 IV-V,6432.00,1.32,[Fe/H],0.428,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937
WASP-18 c,WASP-18,2.15580000,0.035000,8.580,55.20000,0.015000,,,F6 IV-V,6400.00,1.23,[Fe/H],0.383,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937
WASP-180 A b,WASP-180 A,3.40926400,0.048000,13.899,286.04700,0.000000,918.39,1540,F7 V,6600.00,1.19,[Fe/H],0.315,08h13m34.14s,123.3922465,-01d58m58.03s,-1.9827874
WASP-181 b,WASP-181,4.51950640,0.054270,13.271,95.03117,,382.45,1186,G2,5839.00,0.97,[Fe/H],0.049,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325
WASP-182 b,WASP-182,3.37698480,0.045100,9.528,47.03884,0.000000,756.26,1479,G5,5638.00,1.34,[Fe/H],0.155,20h46m41.60s,311.6733450,-41d49m15.54s,-41.8209828
WASP-183 b,WASP-183,4.11177710,0.046320,16.477,159.55066,,268.72,1111,G9,5313.00,0.87,[Fe/H],-0.209,10h55m09.32s,163.7888521,-00d44m13.44s,-0.7370663
WASP-184 b,WASP-184,5.18170000,0.062700,14.908,181.16310,0.000000,669.02,1480,G0 V,6000.00,1.65,[Fe/H],0.501,13h58m04.08s,209.5170100,-30d20m53.35s,-30.3481530
WASP-185 b,WASP-185,9.38755000,0.090400,14.011,311.47340,0.240000,,1160,G0 V,5900.00,1.50,[Fe/H],0.412,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062
WASP-186 b,WASP-186,5.02679900,0.060000,12.442,1341.24260,0.330000,853.14,1378,F,6361.00,1.47,[Fe/H],0.500,01h15m58.87s,18.9953122,+21d37m00.86s,21.6169065
WASP-187 b,WASP-187,5.14787800,0.065300,18.383,254.26400,0.000000,1594.76,1760,F,6150.00,2.83,[Fe/H],0.967,01h09m53.94s,17.4747400,+25d40m53.94s,25.6816494
WASP-189 b,WASP-189,2.72403300,0.050530,18.147,632.47853,0.000000,,3353,,8000.00,2.36,[Fe/H],1.262,15h02m44.82s,225.6867320,-03d01m53.35s,-3.0314874
WASP-19 b,WASP-19,0.78883852,0.016520,15.861,366.77398,0.012600,3320.00,2113,G8 V,5616.00,1.01,[Fe/H],-0.043,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078
WASP-190 b,WASP-190,5.36775300,0.066300,12.890,317.83000,0.000000,747.13,1500,F6 IV-V,6400.00,1.60,[Fe/H],0.691,00h30m50.29s,7.7095292,-40d34m24.46s,-40.5734613
WASP-192 b,WASP-192,2.87867650,0.040800,13.787,731.00900,0.000000,471.14,1620,G0 V,5910.00,1.32,[Fe/H],0.282,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469
WASP-193 b,WASP-193,6.24633450,0.067600,16.410,44.17815,0.056000,413.00,1254,F9,6078.00,1.24,[Fe/H],0.274,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229
